Year,Month,State,Suicides,Suicides with guns,Fraction of suicides with guns
2015,3,Nebraska,26,14,0.5384615385
2015,4,Nebraska,15,11,0.7333333333
2015,5,Nebraska,15,5,0.3333333333
2015,6,Nebraska,11,5,0.4545454545
2015,7,Nebraska,21,12,0.5714285714
2015,8,Nebraska,16,6,0.375
2015,9,Nebraska,21,11,0.5238095238
2015,10,Nebraska,24,13,0.5416666667
2015,11,Nebraska,18,6,0.3333333333
2015,12,Nebraska,12,7,0.5833333333
2016,1,Nebraska,25,15,0.6
2016,2,Nebraska,20,9,0.45
2016,3,Nebraska,19,11,0.5789473684
2016,4,Nebraska,22,10,0.4545454545
2016,5,Nebraska,21,9,0.4285714286
2016,6,Nebraska,17,5,0.2941176471
2016,7,Nebraska,18,9,0.5
2016,8,Nebraska,31,16,0.5161290323
2016,9,Nebraska,19,12,0.6315789474
2016,10,Nebraska,17,2,0.1176470588
2016,11,Nebraska,20,11,0.55
2016,12,Nebraska,17,7,0.4117647059
2017,1,Nebraska,20,9,0.45
2017,2,Nebraska,17,7,0.4117647059
2017,3,Nebraska,18,10,0.5555555556
2017,4,Nebraska,28,14,0.5
2017,5,Nebraska,27,12,0.4444444444
2017,6,Nebraska,16,3,0.1875
2017,7,Nebraska,31,13,0.4193548387
2017,8,Nebraska,31,16,0.5161290323
2017,9,Nebraska,23,7,0.3043478261
2017,10,Nebraska,20,13,0.65
2017,11,Nebraska,23,13,0.5652173913
2017,12,Nebraska,21,9,0.4285714286
2018,1,Nebraska,19,13,0.6842105263
2018,2,Nebraska,16,8,0.5
2018,3,Nebraska,23,8,0.347826087
2018,4,Nebraska,25,13,0.52
2018,5,Nebraska,27,15,0.5555555556
2018,6,Nebraska,26,15,0.5769230769
2018,7,Nebraska,23,13,0.5652173913
2018,8,Nebraska,31,14,0.4516129032
2018,9,Nebraska,13,8,0.6153846154
2018,10,Nebraska,18,9,0.5
2018,11,Nebraska,28,18,0.6428571429
2018,12,Nebraska,22,11,0.5
2019,1,Nebraska,27,14,0.5185185185
2019,2,Nebraska,27,15,0.5555555556
2019,3,Nebraska,31,13,0.4193548387
2019,4,Nebraska,18,11,0.6111111111
2019,5,Nebraska,31,16,0.5161290323
2019,6,Nebraska,30,18,0.6
2019,7,Nebraska,32,15,0.46875
2019,8,Nebraska,33,16,0.4848484848
2019,9,Nebraska,26,11,0.4230769231
2019,10,Nebraska,19,9,0.4736842105
2019,11,Nebraska,17,8,0.4705882353
2019,12,Nebraska,18,8,0.4444444444
1999,1,Nevada,28,26,0.9285714286
1999,2,Nevada,30,23,0.7666666667
1999,3,Nevada,28,18,0.6428571429
1999,4,Nevada,32,11,0.34375
1999,5,Nevada,42,26,0.619047619
1999,6,Nevada,39,26,0.6666666667
1999,7,Nevada,32,18,0.5625
1999,8,Nevada,36,23,0.6388888889
1999,9,Nevada,40,26,0.65
1999,10,Nevada,33,20,0.6060606061
1999,11,Nevada,37,24,0.6486486486
1999,12,Nevada,27,18,0.6666666667
2000,1,Nevada,35,22,0.6285714286
2000,2,Nevada,28,14,0.5
2000,3,Nevada,35,21,0.6
2000,4,Nevada,38,25,0.6578947368
2000,5,Nevada,35,22,0.6285714286
2000,6,Nevada,35,12,0.3428571429
2000,7,Nevada,36,24,0.6666666667
2000,8,Nevada,31,22,0.7096774194
2000,9,Nevada,34,24,0.7058823529
2000,10,Nevada,35,21,0.6
2000,11,Nevada,29,15,0.5172413793
2000,12,Nevada,29,19,0.6551724138
2001,1,Nevada,24,12,0.5
2001,2,Nevada,33,19,0.5757575758
2001,3,Nevada,30,17,0.5666666667
2001,4,Nevada,34,22,0.6470588235
2001,5,Nevada,30,19,0.6333333333
2001,6,Nevada,31,14,0.4516129032
2001,7,Nevada,33,15,0.4545454545
2001,8,Nevada,37,23,0.6216216216
2001,9,Nevada,47,26,0.5531914894
2001,10,Nevada,28,14,0.5
2001,11,Nevada,29,19,0.6551724138
2001,12,Nevada,31,19,0.6129032258
2002,1,Nevada,32,20,0.625
2002,2,Nevada,33,20,0.6060606061
2002,3,Nevada,36,24,0.6666666667
2002,4,Nevada,34,19,0.5588235294
2002,5,Nevada,30,15,0.5
2002,6,Nevada,38,24,0.6315789474
2002,7,Nevada,34,16,0.4705882353
2002,8,Nevada,38,26,0.6842105263
2002,9,Nevada,47,22,0.4680851064
2002,10,Nevada,32,19,0.59375
2002,11,Nevada,35,21,0.6
2002,12,Nevada,34,19,0.5588235294
2003,1,Nevada,51,30,0.5882352941
2003,2,Nevada,32,17,0.53125
2003,3,Nevada,36,19,0.5277777778
2003,4,Nevada,37,25,0.6756756757
2003,5,Nevada,42,26,0.619047619
2003,6,Nevada,30,17,0.5666666667
2003,7,Nevada,37,19,0.5135135135
2003,8,Nevada,45,27,0.6
2003,9,Nevada,34,16,0.4705882353
2003,10,Nevada,26,10,0.3846153846
2003,11,Nevada,25,17,0.68
2003,12,Nevada,37,24,0.6486486486
2004,1,Nevada,35,16,0.4571428571
2004,2,Nevada,32,19,0.59375
2004,3,Nevada,40,23,0.575
2004,4,Nevada,37,25,0.6756756757
2004,5,Nevada,24,16,0.6666666667
2004,6,Nevada,44,24,0.5454545455
2004,7,Nevada,44,27,0.6136363636
2004,8,Nevada,46,21,0.4565217391
2004,9,Nevada,36,16,0.4444444444
2004,10,Nevada,43,26,0.6046511628
2004,11,Nevada,25,16,0.64
2004,12,Nevada,34,20,0.5882352941
2005,1,Nevada,43,26,0.6046511628
2005,2,Nevada,40,21,0.525
2005,3,Nevada,51,25,0.4901960784
2005,4,Nevada,42,21,0.5
2005,5,Nevada,45,22,0.4888888889
2005,6,Nevada,45,25,0.5555555556
2005,7,Nevada,34,22,0.6470588235
2005,8,Nevada,36,15,0.4166666667
2005,9,Nevada,36,22,0.6111111111
2005,10,Nevada,40,23,0.575
2005,11,Nevada,31,13,0.4193548387
2005,12,Nevada,37,27,0.7297297297
2006,1,Nevada,45,22,0.4888888889
2006,2,Nevada,29,21,0.724137931
2006,3,Nevada,34,20,0.5882352941
2006,4,Nevada,47,22,0.4680851064
2006,5,Nevada,45,26,0.5777777778
2006,6,Nevada,40,20,0.5
2006,7,Nevada,42,24,0.5714285714
2006,8,Nevada,30,13,0.4333333333
2006,9,Nevada,42,24,0.5714285714
2006,10,Nevada,43,25,0.5813953488
2006,11,Nevada,35,16,0.4571428571
2006,12,Nevada,53,22,0.4150943396
2007,1,Nevada,27,19,0.7037037037
2007,2,Nevada,32,19,0.59375
2007,3,Nevada,30,14,0.4666666667
2007,4,Nevada,37,24,0.6486486486
2007,5,Nevada,38,23,0.6052631579
2007,6,Nevada,50,30,0.6
2007,7,Nevada,45,22,0.4888888889
2007,8,Nevada,36,16,0.4444444444
2007,9,Nevada,59,36,0.6101694915
2007,10,Nevada,42,23,0.5476190476
2007,11,Nevada,42,27,0.6428571429
2007,12,Nevada,33,17,0.5151515152
2008,1,Nevada,49,29,0.5918367347
2008,2,Nevada,44,20,0.4545454545
2008,3,Nevada,34,20,0.5882352941
2008,4,Nevada,35,19,0.5428571429
2008,5,Nevada,47,27,0.5744680851
2008,6,Nevada,51,22,0.431372549
2008,7,Nevada,51,29,0.568627451
2008,8,Nevada,42,27,0.6428571429
2008,9,Nevada,37,24,0.6486486486
2008,10,Nevada,37,22,0.5945945946
2008,11,Nevada,50,28,0.56
2008,12,Nevada,49,24,0.4897959184
2009,1,Nevada,43,21,0.488372093
2009,2,Nevada,39,26,0.6666666667
2009,3,Nevada,29,18,0.6206896552
2009,4,Nevada,47,29,0.6170212766
2009,5,Nevada,47,24,0.5106382979
2009,6,Nevada,47,23,0.4893617021
2009,7,Nevada,40,23,0.575
2009,8,Nevada,51,28,0.5490196078
2009,9,Nevada,47,25,0.5319148936
2009,10,Nevada,42,28,0.6666666667
2009,11,Nevada,37,27,0.7297297297
2009,12,Nevada,34,23,0.6764705882
2010,1,Nevada,35,18,0.5142857143
2010,2,Nevada,45,25,0.5555555556
2010,3,Nevada,46,28,0.6086956522
2010,4,Nevada,45,26,0.5777777778
2010,5,Nevada,54,25,0.462962963
2010,6,Nevada,41,20,0.487804878
2010,7,Nevada,44,24,0.5454545455
2010,8,Nevada,56,34,0.6071428571
2010,9,Nevada,45,17,0.3777777778
2010,10,Nevada,59,30,0.5084745763
2010,11,Nevada,34,16,0.4705882353
2010,12,Nevada,42,26,0.619047619
2011,1,Nevada,47,30,0.6382978723
2011,2,Nevada,42,19,0.4523809524
2011,3,Nevada,38,19,0.5
2011,4,Nevada,35,21,0.6
2011,5,Nevada,52,24,0.4615384615
2011,6,Nevada,49,26,0.5306122449
2011,7,Nevada,43,21,0.488372093
2011,8,Nevada,42,25,0.5952380952
2011,9,Nevada,54,26,0.4814814815
2011,10,Nevada,34,18,0.5294117647
2011,11,Nevada,33,15,0.4545454545
2011,12,Nevada,47,28,0.5957446809
2012,1,Nevada,44,22,0.5
2012,2,Nevada,44,22,0.5
2012,3,Nevada,49,24,0.4897959184
2012,4,Nevada,53,30,0.5660377358
2012,5,Nevada,43,23,0.5348837209
2012,6,Nevada,38,18,0.4736842105
2012,7,Nevada,46,23,0.5
2012,8,Nevada,45,25,0.5555555556
2012,9,Nevada,47,27,0.5744680851
2012,10,Nevada,31,15,0.4838709677
2012,11,Nevada,44,23,0.5227272727
2012,12,Nevada,40,22,0.55
2013,1,Nevada,41,21,0.512195122
2013,2,Nevada,38,20,0.5263157895
2013,3,Nevada,46,21,0.4565217391
2013,4,Nevada,44,24,0.5454545455
2013,5,Nevada,42,20,0.4761904762
2013,6,Nevada,41,26,0.6341463415
2013,7,Nevada,51,24,0.4705882353
2013,8,Nevada,58,33,0.5689655172
2013,9,Nevada,50,33,0.66
2013,10,Nevada,43,25,0.5813953488
2013,11,Nevada,42,20,0.4761904762
2013,12,Nevada,45,25,0.5555555556
2014,1,Nevada,47,26,0.5531914894
2014,2,Nevada,40,25,0.625
2014,3,Nevada,42,27,0.6428571429
2014,4,Nevada,48,30,0.625
2014,5,Nevada,52,28,0.5384615385
2014,6,Nevada,43,24,0.5581395349
2014,7,Nevada,44,21,0.4772727273
2014,8,Nevada,53,29,0.5471698113
2014,9,Nevada,61,30,0.4918032787
2014,10,Nevada,55,27,0.4909090909
2014,11,Nevada,44,24,0.5454545455
2014,12,Nevada,43,18,0.4186046512
2015,1,Nevada,40,21,0.525
2015,2,Nevada,49,26,0.5306122449
2015,3,Nevada,57,30,0.5263157895
2015,4,Nevada,45,26,0.5777777778
2015,5,Nevada,60,30,0.5
2015,6,Nevada,34,20,0.5882352941
2015,7,Nevada,46,26,0.5652173913
2015,8,Nevada,48,26,0.5416666667
2015,9,Nevada,51,21,0.4117647059
2015,10,Nevada,48,27,0.5625
2015,11,Nevada,49,25,0.5102040816
2015,12,Nevada,31,15,0.4838709677
2016,1,Nevada,40,16,0.4
2016,2,Nevada,65,41,0.6307692308
2016,3,Nevada,47,23,0.4893617021
2016,4,Nevada,57,30,0.5263157895
2016,5,Nevada,54,24,0.4444444444
2016,6,Nevada,57,33,0.5789473684
2016,7,Nevada,69,31,0.4492753623
2016,8,Nevada,59,32,0.5423728814
2016,9,Nevada,47,24,0.5106382979
2016,10,Nevada,55,25,0.4545454545
2016,11,Nevada,50,26,0.52
2016,12,Nevada,50,29,0.58
2017,1,Nevada,51,25,0.4901960784
2017,2,Nevada,36,21,0.5833333333
2017,3,Nevada,52,29,0.5576923077
2017,4,Nevada,37,15,0.4054054054
2017,5,Nevada,71,42,0.5915492958
2017,6,Nevada,61,27,0.4426229508
2017,7,Nevada,57,26,0.4561403509
2017,8,Nevada,51,26,0.5098039216
2017,9,Nevada,53,24,0.4528301887
2017,10,Nevada,56,32,0.5714285714
2017,11,Nevada,45,25,0.5555555556
2017,12,Nevada,57,37,0.649122807
2018,1,Nevada,63,36,0.5714285714
2018,2,Nevada,44,28,0.6363636364
2018,3,Nevada,58,37,0.6379310345
2018,4,Nevada,48,22,0.4583333333
2018,5,Nevada,52,27,0.5192307692
2018,6,Nevada,50,20,0.4
2018,7,Nevada,65,40,0.6153846154
2018,8,Nevada,53,30,0.5660377358
2018,9,Nevada,71,41,0.5774647887
2018,10,Nevada,58,33,0.5689655172
2018,11,Nevada,47,27,0.5744680851
2018,12,Nevada,48,26,0.5416666667
2019,1,Nevada,48,27,0.5625
2019,2,Nevada,42,21,0.5
2019,3,Nevada,54,32,0.5925925926
2019,4,Nevada,63,36,0.5714285714
2019,5,Nevada,65,29,0.4461538462
2019,6,Nevada,58,34,0.5862068966
2019,7,Nevada,49,32,0.6530612245
2019,8,Nevada,51,24,0.4705882353
2019,9,Nevada,60,27,0.45
2019,10,Nevada,58,31,0.5344827586
2019,11,Nevada,41,31,0.756097561
2019,12,Nevada,53,30,0.5660377358
1999,1,New Hampshire,15,6,0.4
1999,2,New Hampshire,10,6,0.6
1999,3,New Hampshire,12,5,0.4166666667
1999,4,New Hampshire,13,5,0.3846153846
1999,5,New Hampshire,13,6,0.4615384615
1999,6,New Hampshire,8,4,0.5
1999,7,New Hampshire,11,4,0.3636363636
1999,8,New Hampshire,12,8,0.6666666667
1999,9,New Hampshire,5,0,0
1999,10,New Hampshire,9,3,0.3333333333
1999,11,New Hampshire,11,8,0.7272727273
1999,12,New Hampshire,18,9,0.5
2000,1,New Hampshire,10,7,0.7
2000,2,New Hampshire,10,6,0.6
2000,3,New Hampshire,8,4,0.5
2000,4,New Hampshire,14,9,0.6428571429
2000,5,New Hampshire,13,6,0.4615384615
2000,6,New Hampshire,7,2,0.2857142857
2000,7,New Hampshire,13,9,0.6923076923
2000,8,New Hampshire,10,6,0.6
2000,9,New Hampshire,7,3,0.4285714286
2000,10,New Hampshire,19,6,0.3157894737
2000,11,New Hampshire,12,7,0.5833333333
2000,12,New Hampshire,7,2,0.2857142857
2001,1,New Hampshire,16,10,0.625
2001,2,New Hampshire,12,7,0.5833333333
2001,3,New Hampshire,12,3,0.25
2001,4,New Hampshire,20,5,0.25
2001,5,New Hampshire,15,9,0.6
2001,6,New Hampshire,12,8,0.6666666667
2001,7,New Hampshire,9,5,0.5555555556
2001,8,New Hampshire,13,5,0.3846153846
2001,9,New Hampshire,19,7,0.3684210526
2001,10,New Hampshire,11,7,0.6363636364
2001,11,New Hampshire,13,3,0.2307692308
2001,12,New Hampshire,14,10,0.7142857143
2002,1,New Hampshire,15,6,0.4
2002,2,New Hampshire,8,4,0.5
2002,3,New Hampshire,15,8,0.5333333333
2002,4,New Hampshire,7,2,0.2857142857
2002,5,New Hampshire,13,5,0.3846153846
2002,6,New Hampshire,10,6,0.6
2002,7,New Hampshire,8,4,0.5
2002,8,New Hampshire,9,6,0.6666666667
2002,9,New Hampshire,8,7,0.875
2002,10,New Hampshire,14,6,0.4285714286
2002,11,New Hampshire,12,7,0.5833333333
2002,12,New Hampshire,13,5,0.3846153846
2003,1,New Hampshire,13,10,0.7692307692
2003,2,New Hampshire,7,3,0.4285714286
2003,3,New Hampshire,12,8,0.6666666667
2003,4,New Hampshire,15,6,0.4
2003,5,New Hampshire,18,9,0.5
2003,6,New Hampshire,15,7,0.4666666667
2003,7,New Hampshire,11,6,0.5454545455
2003,8,New Hampshire,13,4,0.3076923077
2003,9,New Hampshire,15,7,0.4666666667
2003,10,New Hampshire,12,5,0.4166666667
2003,11,New Hampshire,17,6,0.3529411765
2003,12,New Hampshire,10,4,0.4
2004,1,New Hampshire,8,3,0.375
2004,2,New Hampshire,9,2,0.2222222222
2004,3,New Hampshire,10,4,0.4
2004,4,New Hampshire,14,7,0.5
2004,5,New Hampshire,9,4,0.4444444444
2004,6,New Hampshire,9,3,0.3333333333
2004,7,New Hampshire,12,5,0.4166666667
2004,8,New Hampshire,13,9,0.6923076923
2004,9,New Hampshire,12,4,0.3333333333
2004,10,New Hampshire,16,6,0.375
2004,11,New Hampshire,12,5,0.4166666667
2004,12,New Hampshire,9,5,0.5555555556
2005,1,New Hampshire,19,6,0.3157894737
2005,2,New Hampshire,10,7,0.7
2005,3,New Hampshire,18,9,0.5
2005,4,New Hampshire,8,6,0.75
2005,5,New Hampshire,11,5,0.4545454545
2005,6,New Hampshire,19,7,0.3684210526
2005,7,New Hampshire,22,8,0.3636363636
2005,8,New Hampshire,8,4,0.5
2005,9,New Hampshire,9,3,0.3333333333
2005,10,New Hampshire,15,9,0.6
2005,11,New Hampshire,13,8,0.6153846154
2005,12,New Hampshire,10,7,0.7
2006,1,New Hampshire,14,5,0.3571428571
2006,2,New Hampshire,10,4,0.4
2006,3,New Hampshire,13,9,0.6923076923
2006,4,New Hampshire,13,2,0.1538461538
2006,5,New Hampshire,13,6,0.4615384615
2006,6,New Hampshire,15,7,0.4666666667
2006,7,New Hampshire,11,4,0.3636363636
2006,8,New Hampshire,12,1,0.08333333333
2006,9,New Hampshire,10,7,0.7
2006,10,New Hampshire,12,4,0.3333333333
2006,11,New Hampshire,10,7,0.7
2006,12,New Hampshire,18,13,0.7222222222
2007,1,New Hampshire,12,5,0.4166666667
2007,2,New Hampshire,7,5,0.7142857143
2007,3,New Hampshire,9,6,0.6666666667
2007,4,New Hampshire,9,4,0.4444444444
2007,5,New Hampshire,16,7,0.4375
2007,6,New Hampshire,16,8,0.5
2007,7,New Hampshire,15,5,0.3333333333
2007,8,New Hampshire,15,7,0.4666666667
2007,9,New Hampshire,13,3,0.2307692308
2007,10,New Hampshire,16,8,0.5
2007,11,New Hampshire,13,5,0.3846153846
2007,12,New Hampshire,16,8,0.5
2008,1,New Hampshire,19,11,0.5789473684
2008,2,New Hampshire,12,3,0.25
2008,3,New Hampshire,13,6,0.4615384615
2008,4,New Hampshire,16,8,0.5
2008,5,New Hampshire,14,6,0.4285714286
2008,6,New Hampshire,18,6,0.3333333333
2008,7,New Hampshire,19,7,0.3684210526
2008,8,New Hampshire,13,6,0.4615384615
2008,9,New Hampshire,10,5,0.5
2008,10,New Hampshire,18,10,0.5555555556
2008,11,New Hampshire,10,6,0.6
2008,12,New Hampshire,17,11,0.6470588235
2009,1,New Hampshire,20,2,0.1
2009,2,New Hampshire,9,6,0.6666666667
2009,3,New Hampshire,14,10,0.7142857143
2009,4,New Hampshire,12,7,0.5833333333
2009,5,New Hampshire,12,5,0.4166666667
2009,6,New Hampshire,16,7,0.4375
2009,7,New Hampshire,20,8,0.4
2009,8,New Hampshire,11,7,0.6363636364
2009,9,New Hampshire,13,7,0.5384615385
2009,10,New Hampshire,10,6,0.6
2009,11,New Hampshire,13,8,0.6153846154
2009,12,New Hampshire,16,9,0.5625
2010,1,New Hampshire,18,9,0.5
2010,2,New Hampshire,12,6,0.5
2010,3,New Hampshire,27,12,0.4444444444
2010,4,New Hampshire,16,6,0.375
2010,5,New Hampshire,25,17,0.68
2010,6,New Hampshire,15,8,0.5333333333
2010,7,New Hampshire,14,6,0.4285714286
2010,8,New Hampshire,12,5,0.4166666667
2010,9,New Hampshire,17,11,0.6470588235
2010,10,New Hampshire,13,6,0.4615384615
2010,11,New Hampshire,14,8,0.5714285714
2010,12,New Hampshire,13,8,0.6153846154
2011,1,New Hampshire,16,9,0.5625
2011,2,New Hampshire,12,2,0.1666666667
2011,3,New Hampshire,11,5,0.4545454545
2011,4,New Hampshire,16,5,0.3125
2011,5,New Hampshire,23,8,0.347826087
2011,6,New Hampshire,13,5,0.3846153846
2011,7,New Hampshire,21,10,0.4761904762
2011,8,New Hampshire,20,11,0.55
2011,9,New Hampshire,20,10,0.5
2011,10,New Hampshire,13,3,0.2307692308
2011,11,New Hampshire,16,2,0.125
2011,12,New Hampshire,17,5,0.2941176471
2012,1,New Hampshire,14,8,0.5714285714
2012,2,New Hampshire,10,4,0.4
2012,3,New Hampshire,15,4,0.2666666667
2012,4,New Hampshire,23,11,0.4782608696
2012,5,New Hampshire,24,12,0.5
2012,6,New Hampshire,16,6,0.375
2012,7,New Hampshire,16,12,0.75
2012,8,New Hampshire,14,5,0.3571428571
2012,9,New Hampshire,21,12,0.5714285714
2012,10,New Hampshire,18,7,0.3888888889
2012,11,New Hampshire,13,7,0.5384615385
2012,12,New Hampshire,17,10,0.5882352941
2013,1,New Hampshire,17,8,0.4705882353
2013,2,New Hampshire,11,5,0.4545454545
2013,3,New Hampshire,17,8,0.4705882353
2013,4,New Hampshire,14,5,0.3571428571
2013,5,New Hampshire,13,8,0.6153846154
2013,6,New Hampshire,23,8,0.347826087
2013,7,New Hampshire,12,4,0.3333333333
2013,8,New Hampshire,22,11,0.5
2013,9,New Hampshire,13,7,0.5384615385
2013,10,New Hampshire,21,9,0.4285714286
2013,11,New Hampshire,12,5,0.4166666667
2013,12,New Hampshire,10,3,0.3
2014,1,New Hampshire,23,10,0.4347826087
2014,2,New Hampshire,13,8,0.6153846154
2014,3,New Hampshire,21,9,0.4285714286
2014,4,New Hampshire,16,8,0.5
2014,5,New Hampshire,13,4,0.3076923077
2014,6,New Hampshire,21,11,0.5238095238
2014,7,New Hampshire,16,7,0.4375
2014,8,New Hampshire,23,9,0.3913043478
2014,9,New Hampshire,29,9,0.3103448276
2014,10,New Hampshire,29,14,0.4827586207
2014,11,New Hampshire,24,13,0.5416666667
2014,12,New Hampshire,19,8,0.4210526316
2015,1,New Hampshire,18,10,0.5555555556
2015,2,New Hampshire,15,8,0.5333333333
2015,3,New Hampshire,18,11,0.6111111111
2015,4,New Hampshire,23,5,0.2173913043
2015,5,New Hampshire,22,8,0.3636363636
2015,6,New Hampshire,14,4,0.2857142857
2015,7,New Hampshire,18,12,0.6666666667
2015,8,New Hampshire,14,3,0.2142857143
2015,9,New Hampshire,16,11,0.6875
2015,10,New Hampshire,21,10,0.4761904762
2015,11,New Hampshire,25,10,0.4
2015,12,New Hampshire,24,15,0.625
2016,1,New Hampshire,13,9,0.6923076923
2016,2,New Hampshire,18,10,0.5555555556
2016,3,New Hampshire,24,11,0.4583333333
2016,4,New Hampshire,16,3,0.1875
2016,5,New Hampshire,25,14,0.56
2016,6,New Hampshire,14,7,0.5
2016,7,New Hampshire,20,10,0.5
2016,8,New Hampshire,26,15,0.5769230769
2016,9,New Hampshire,27,16,0.5925925926
2016,10,New Hampshire,23,7,0.3043478261
2016,11,New Hampshire,15,9,0.6
2016,12,New Hampshire,23,12,0.5217391304
2017,1,New Hampshire,24,8,0.3333333333
2017,2,New Hampshire,17,10,0.5882352941
2017,3,New Hampshire,19,8,0.4210526316
2017,4,New Hampshire,25,12,0.48
2017,5,New Hampshire,29,17,0.5862068966
2017,6,New Hampshire,16,9,0.5625
2017,7,New Hampshire,24,11,0.4583333333
2017,8,New Hampshire,28,15,0.5357142857
2017,9,New Hampshire,20,11,0.55
2017,10,New Hampshire,24,12,0.5
2017,11,New Hampshire,21,9,0.4285714286
2017,12,New Hampshire,18,10,0.5555555556
2018,1,New Hampshire,23,14,0.6086956522
2018,2,New Hampshire,19,8,0.4210526316
2018,3,New Hampshire,21,10,0.4761904762
2018,4,New Hampshire,20,13,0.65
2018,5,New Hampshire,29,16,0.5517241379
2018,6,New Hampshire,33,9,0.2727272727
2018,7,New Hampshire,25,12,0.48
2018,8,New Hampshire,15,6,0.4
2018,9,New Hampshire,26,13,0.5
2018,10,New Hampshire,23,14,0.6086956522
2018,11,New Hampshire,23,8,0.347826087
2018,12,New Hampshire,22,12,0.5454545455
2019,1,New Hampshire,15,7,0.4666666667
2019,2,New Hampshire,19,7,0.3684210526
2019,3,New Hampshire,20,12,0.6
2019,4,New Hampshire,29,11,0.3793103448
2019,5,New Hampshire,16,8,0.5
2019,6,New Hampshire,21,11,0.5238095238
2019,7,New Hampshire,26,15,0.5769230769
2019,8,New Hampshire,27,19,0.7037037037
2019,9,New Hampshire,23,9,0.3913043478
2019,10,New Hampshire,18,10,0.5555555556
2019,11,New Hampshire,17,12,0.7058823529
2019,12,New Hampshire,24,11,0.4583333333
1999,1,New Jersey,62,20,0.3225806452
1999,2,New Jersey,34,11,0.3235294118
1999,3,New Jersey,38,13,0.3421052632
1999,4,New Jersey,42,14,0.3333333333
1999,5,New Jersey,46,16,0.347826087
1999,6,New Jersey,47,21,0.4468085106
1999,7,New Jersey,44,15,0.3409090909
1999,8,New Jersey,50,18,0.36
1999,9,New Jersey,49,19,0.387755102
1999,10,New Jersey,43,13,0.3023255814
1999,11,New Jersey,56,19,0.3392857143
1999,12,New Jersey,52,16,0.3076923077
2000,1,New Jersey,46,12,0.2608695652
2000,2,New Jersey,38,7,0.1842105263
2000,3,New Jersey,54,19,0.3518518519
2000,4,New Jersey,56,10,0.1785714286
2000,5,New Jersey,59,16,0.2711864407
2000,6,New Jersey,49,15,0.306122449
2000,7,New Jersey,42,7,0.1666666667
2000,8,New Jersey,38,9,0.2368421053
2000,9,New Jersey,43,15,0.3488372093
2000,10,New Jersey,44,18,0.4090909091
2000,11,New Jersey,51,13,0.2549019608
2000,12,New Jersey,39,13,0.3333333333
2001,1,New Jersey,59,17,0.2881355932
2001,2,New Jersey,45,13,0.2888888889
2001,3,New Jersey,62,16,0.2580645161
2001,4,New Jersey,48,10,0.2083333333
2001,5,New Jersey,51,15,0.2941176471
2001,6,New Jersey,53,17,0.320754717
2001,7,New Jersey,46,12,0.2608695652
2001,8,New Jersey,68,23,0.3382352941
2001,9,New Jersey,35,11,0.3142857143
2001,10,New Jersey,48,11,0.2291666667
2001,11,New Jersey,37,11,0.2972972973
2001,12,New Jersey,36,11,0.3055555556
2002,1,New Jersey,50,13,0.26
2002,2,New Jersey,33,15,0.4545454545
2002,3,New Jersey,44,7,0.1590909091
2002,4,New Jersey,42,13,0.3095238095
2002,5,New Jersey,39,14,0.358974359
2002,6,New Jersey,51,15,0.2941176471
2002,7,New Jersey,49,19,0.387755102
2002,8,New Jersey,59,16,0.2711864407
2002,9,New Jersey,45,14,0.3111111111
2002,10,New Jersey,53,21,0.3962264151
2002,11,New Jersey,53,15,0.2830188679
2002,12,New Jersey,35,14,0.4
2003,1,New Jersey,43,8,0.1860465116
2003,2,New Jersey,53,13,0.2452830189
2003,3,New Jersey,49,17,0.3469387755
2003,4,New Jersey,39,11,0.2820512821
2003,5,New Jersey,52,12,0.2307692308
2003,6,New Jersey,56,21,0.375
2003,7,New Jersey,41,17,0.4146341463
2003,8,New Jersey,55,21,0.3818181818
2003,9,New Jersey,46,14,0.3043478261
2003,10,New Jersey,50,16,0.32
2003,11,New Jersey,49,17,0.3469387755
2003,12,New Jersey,54,16,0.2962962963
2004,1,New Jersey,48,13,0.2708333333
2004,2,New Jersey,44,11,0.25
2004,3,New Jersey,56,18,0.3214285714
2004,4,New Jersey,49,17,0.3469387755
2004,5,New Jersey,47,18,0.3829787234
2004,6,New Jersey,52,20,0.3846153846
2004,7,New Jersey,51,17,0.3333333333
2004,8,New Jersey,55,12,0.2181818182
2004,9,New Jersey,50,19,0.38
2004,10,New Jersey,50,15,0.3
2004,11,New Jersey,43,11,0.2558139535
2004,12,New Jersey,51,14,0.2745098039
2005,1,New Jersey,35,12,0.3428571429
2005,2,New Jersey,48,11,0.2291666667
2005,3,New Jersey,49,13,0.2653061224
2005,4,New Jersey,45,10,0.2222222222
2005,5,New Jersey,45,11,0.2444444444
2005,6,New Jersey,44,13,0.2954545455
2005,7,New Jersey,51,14,0.2745098039
2005,8,New Jersey,34,5,0.1470588235
2005,9,New Jersey,41,9,0.2195121951
2005,10,New Jersey,46,9,0.1956521739
2005,11,New Jersey,55,12,0.2181818182
2005,12,New Jersey,42,17,0.4047619048
2006,1,New Jersey,44,14,0.3181818182
2006,2,New Jersey,53,21,0.3962264151
2006,3,New Jersey,57,20,0.350877193
2006,4,New Jersey,47,10,0.2127659574
2006,5,New Jersey,51,11,0.2156862745
2006,6,New Jersey,62,20,0.3225806452
2006,7,New Jersey,53,21,0.3962264151
2006,8,New Jersey,41,11,0.2682926829
2006,9,New Jersey,39,12,0.3076923077
